,x,mean,max,variance,1st quartile
82,10.7949026,,,,
83,12.34718979,,,,
84,10.14171427,,,,
85,11.71734391,,,,
86,8.715605752,,,,
87,6.886038232,,,,
88,7.772659965,,,,
89,10.17401655,,,,
90,12.00692466,,,,
91,10.75727664,,,,
92,9.537387609,,,,
93,11.18765983,,,,
94,9.099776233,,,,
95,5.253620084,,,,
96,11.74438776,,,,
97,10.13973776,,,,
98,11.76795291,,,,
99,10.16161004,,,,
100,9.998353149,,,,
101,8.331868236,,,,
102,9.959548898,,,,
103,12.08443411,,,,
104,11.07182679,,,,
105,10.42991851,,,,
106,4.973160391,,,,
107,8.322187184,,,,
108,3.837199861,,,,
109,8.973733333,,,,
110,8.221745402,,,,
111,8.381130165,,,,
112,8.399231759,,,,
113,8.543505481,,,,
114,9.443375819,,,,
115,10.51213567,,,,
116,6.75696103,,,,
117,8.434895638,,,,
118,7.912073385,,,,
119,9.676189802,,,,
120,7.585534222,,,,
121,10.76070624,,,,
122,7.023366085,,,,
123,7.994397627,,,,
124,8.871228364,,,,
125,8.783592883,,,,
126,13.79523302,,,,
127,13.08474229,,,,
128,10.04591938,,,,
129,8.310720395,,,,
130,11.29585834,,,,
131,10.09027621,,,,
132,10.43385876,,,,
133,9.789758793,,,,
134,7.73292303,,,,
135,7.780474242,,,,
136,11.31722277,,,,
137,8.762624762,,,,
138,12.71527519,,,,
139,12.4160902,,,,
140,12.20567565,,,,
141,8.000774647,,,,
142,11.52677452,,,,
143,10.13081615,,,,
144,10.4151293,,,,
145,8.99756745,,,,
146,10.34419243,,,,
147,10.40921773,,,,
148,12.83956069,,,,
149,11.46762955,,,,
150,12.59441777,,,,
151,9.028251958,,,,
152,9.233122285,,,,
153,15.44830362,,,,
154,9.852152465,,,,
155,8.583602331,,,,
156,10.9310893,,,,
157,12.74014818,,,,
158,12.48788162,,,,
159,6.855761888,,,,
160,10.09267139,,,,
161,8.456149882,,,,
162,8.205117196,,,,
163,6.59735315,,,,
164,10.53490469,,,,
165,13.81701324,,,,
166,9.401375495,,,,
167,9.239444458,,,,
168,7.307754642,,,,
169,12.26503894,,,,
170,9.869133844,,,,
171,11.39006156,,,,
172,10.2965659,,,,
173,6.967568013,,,,
174,9.767287746,,,,
175,8.983948952,,,,
176,9.426400826,,,,
177,10.57055915,,,,
178,11.42294834,,,,
179,8.470163043,,,,
180,10.16232829,,,,
181,11.49065967,,,,
182,8.782718909,,,,
183,10.38993603,,,,
184,11.73617798,,,,
185,9.407954468,,,,
186,10.04421924,,,,
187,8.776708184,,,,
188,7.405046629,,,,
189,11.14392221,,,,
190,8.056300673,,,,
191,9.990977619,,,,
192,12.81587037,,,,
193,9.796659256,,,,
194,11.94479696,,,,
195,10.76545601,,,,
196,8.851812629,,,,
197,9.218657174,,,,
198,12.53648699,,,,
199,11.20376284,,,,
200,7.498587908,,,,
201,8.478163737,,,,
202,6.393661657,,,,
203,11.07357478,,,,
204,7.949744293,,,,
205,8.790251942,,,,
206,6.885982041,,,,
207,9.808771692,,,,
208,10.41836271,,,,
209,5.964574809,,,,
210,7.95323075,,,,
211,13.28417562,,,,
212,9.809774843,,,,
213,8.340194636,,,,
214,11.12923339,,,,
215,9.847882774,,,,
216,10.60148179,,,,
217,9.688265043,,,,
218,11.37774192,,,,
219,10.68164438,,,,
220,11.74731557,,,,
221,7.811130816,,,,
222,8.37195526,,,,
223,8.261157533,,,,
224,10.27296161,,,,
225,12.9030258,,,,
226,8.641441441,,,,
227,9.633653905,,,,
228,11.79246303,,,,
229,6.023182624,,,,
230,9.253579613,,,,
231,10.05210897,,,,
232,9.631480916,,,,
233,11.41209116,,,,
234,9.5315129,,,,
235,6.752051678,,,,
236,8.316078289,,,,
237,12.36886758,,,,
238,11.41633976,,,,
239,9.895971909,,,,
240,11.35381217,,,,
241,9.152620898,,,,
242,11.15060816,,,,
243,10.4519227,,,,
244,7.592712848,,,,
245,9.003598479,,,,
246,9.355836265,,,,
247,12.47100014,,,,
248,9.582267833,,,,
249,9.894236814,,,,
250,8.00186499,,,,
251,9.309264142,,,,
252,11.02548801,,,,
253,9.647611516,,,,
254,11.26255295,,,,
255,9.522224625,,,,
256,8.631887374,,,,
257,9.097542154,,,,
258,7.825097899,,,,
259,12.99258864,,,,
260,8.316780983,,,,
261,10.40956252,,,,
262,8.163681782,,,,
263,9.978449915,,,,
264,6.438336872,,,,
265,10.25219349,,,,
266,8.86614202,,,,
267,11.36392453,,,,
268,9.618295892,,,,
269,8.682793555,,,,
270,11.76850686,,,,
271,6.045113111,,,,
272,8.338799127,,,,
273,6.284883762,,,,
274,9.264872117,,,,
275,7.965541594,,,,
276,10.36121777,,,,
277,8.428990292,,,,
278,8.201600254,,,,
279,13.5810695,,,,
280,10.64660964,,,,
281,4.904908085,,,,
282,7.889243406,,,,
283,11.357704,,,,
284,10.35877866,,,,
285,11.04072153,,,,
286,6.569068106,,,,
287,6.345671571,,,,
288,9.025432866,,,,
289,7.388802996,,,,
290,4.642143651,,,,
291,8.871985209,,,,
292,6.966518063,,,,
293,10.39510825,,,,
294,9.594971022,,,,
295,8.496601888,,,,
296,12.0942599,,,,
297,11.14935549,,,,
298,6.991336205,,,,
299,9.649002154,,,,
300,10.77167252,,,,
301,9.987971246,,,,
302,11.41596626,,,,
303,6.890707378,,,,
304,9.334682739,,,,
305,8.361052444,,,,
306,3.817997768,,,,
307,9.603332276,,,,
308,7.772284568,,,,
309,9.595184812,,,,
310,6.546839139,,,,
311,10.64710716,,,,
312,10.74885977,,,,
313,7.517773987,,,,
314,9.166376969,,,,
315,11.87334835,,,,
316,14.83602848,,,,
317,13.97799101,,,,
318,11.26208466,,,,
319,8.370680955,,,,
320,11.25591872,,,,
321,6.97003364,,,,
322,8.38257438,,,,
323,7.548159696,,,,
324,10.99886089,,,,
325,9.578130734,,,,
326,7.506285745,,,,
327,10.32919625,,,,
328,9.454842781,,,,
329,9.523425536,,,,
330,8.370927429,,,,
331,8.065371263,,,,
332,10.10157864,,,,
333,9.4715826,,,,
334,6.109264077,,,,
335,10.87625795,,,,
336,9.352753963,,,,
337,7.289370504,,,,
338,12.5598184,,,,
339,11.84408601,,,,
340,9.592050732,,,,
341,11.61431517,,,,
342,10.59741395,,,,
343,8.303358268,,,,
344,12.22808779,,,,
345,10.90098064,,,,
346,10.5894422,,,,
347,11.09482223,,,,
348,8.908285726,,,,
349,6.030151983,,,,
350,14.08782454,,,,
351,7.547667074,,,,
352,11.86495619,,,,
353,8.689113508,,,,
354,6.550494855,,,,
355,9.775365383,,,,
356,12.3217807,,,,
357,7.28228165,,,,
358,10.36239456,,,,
359,10.82126771,,,,
360,7.303566671,,,,
361,9.941922384,,,,
362,12.13466526,,,,
363,9.748012952,,,,
364,6.755608226,,,,
365,9.517412462,,,,
366,11.44847669,,,,
367,8.776844255,,,,
368,8.975833055,,,,
369,8.840650695,,,,
370,9.571232371,,,,
371,12.09138678,,,,
372,9.751930963,,,,
373,12.62777517,,,,
374,8.573326486,,,,
375,12.1362532,,,,
376,8.113467424,,,,
377,8.598153757,,,,
378,8.87928738,,,,
379,8.794014559,,,,
380,8.871581757,,,,
381,12.27594728,,,,
382,8.532875125,,,,
383,8.577166592,,,,
384,11.47828653,,,,
385,10.70534835,,,,
386,8.931897152,,,,
387,4.618652327,,,,
388,8.336184712,,,,
389,7.675619511,,,,
390,10.09317283,,,,
391,7.25316153,,,,
392,11.1978226,,,,
393,8.953271456,,,,
394,8.326168139,,,,
395,7.510778464,,,,
396,7.254537511,,,,
397,15.74936249,,,,
398,13.04965331,,,,
399,9.905219117,,,,
400,9.098380178,,,,
401,6.616811783,,,,
402,8.958635223,,,,
403,12.08808165,,,,
404,9.208691352,,,,
405,8.694415877,,,,
406,7.762637808,,,,
407,10.15912257,,,,
408,8.262192811,,,,
409,8.621580729,,,,
410,5.549548949,,,,
411,13.3070188,,,,
412,10.60897566,,,,
413,8.470287524,,,,
414,10.17065329,,,,
415,10.64361715,,,,
416,9.966789295,,,,
417,8.144454623,,,,
418,9.328436352,,,,
419,11.37898273,,,,
420,10.12743677,,,,
421,13.07744285,,,,
422,8.192200463,,,,
423,9.729708384,,,,
424,7.577451774,,,,
425,12.44931497,,,,
426,9.148320337,,,,
427,9.566957665,,,,
428,11.73095879,,,,
429,6.743629495,,,,
430,10.12977703,,,,
431,5.353076504,,,,
432,10.48236909,,,,
433,10.35889064,,,,
434,7.695551869,,,,
435,7.379458755,,,,
436,9.562232704,,,,
437,7.207612891,,,,
438,11.55610215,,,,
439,10.79841957,,,,
440,8.023176654,,,,
441,11.35367952,,,,
442,8.867138627,,,,
443,9.463388152,,,,
444,8.06643657,,,,
445,11.99171872,,,,
446,7.701349037,,,,
447,7.292890327,,,,
448,10.92033254,,,,
449,8.849971841,,,,
450,9.905146092,,,,
451,10.12490491,,,,
452,11.52463856,,,,
453,8.441187213,,,,
454,9.129961383,,,,
455,6.798999361,,,,
456,12.42249329,,,,
457,10.7595294,,,,
458,6.584978401,,,,
459,9.653121405,,,,
460,9.276902189,,,,
461,7.457433179,,,,
462,14.29492189,,,,
463,7.669420817,,,,
464,11.20750546,,,,
465,7.117015635,,,,
466,5.002611902,,,,
467,8.953338638,,,,
468,9.441585195,,,,
469,10.19851157,,,,
470,8.837977039,,,,
471,11.82669864,,,,
472,8.72357129,,,,
473,10.26244796,,,,
474,11.02146208,,,,
475,11.60097774,,,,
476,8.029301333,,,,
477,8.747893844,,,,
478,10.69519619,,,,
479,11.57468245,,,,
480,8.061710022,,,,
481,7.763051156,,,,
482,9.707961409,,,,
483,11.94455611,,,,
484,7.865225357,,,,
485,11.4049326,,,,
486,7.155401036,,,,
487,8.151842468,,,,
488,9.386859078,,,,
489,10.11387714,,,,
490,8.204134236,,,,
491,7.549972662,,,,
492,10.11084224,,,,
493,12.04687984,,,,
494,12.23299054,,,,
495,7.297201608,,,,
496,11.37689792,,,,
497,11.3358015,,,,
498,6.541147742,,,,
499,5.177189699,,,,
500,11.88252703,,,,
501,6.326206226,,,,
502,10.08176151,,,,
503,7.032911361,,,,
504,9.607413062,,,,
505,11.66010453,,,,
506,8.012982885,,,,
507,9.485950531,,,,
508,10.66075313,,,,
509,10.32727325,,,,
510,9.751677227,,,,
511,10.41932787,,,,
512,9.525505551,,,,
513,9.644179314,,,,
514,13.26631966,,,,
515,7.75345572,,,,
516,4.575638713,,,,
517,8.71935868,,,,
518,7.926058475,,,,
519,10.7460129,,,,
520,10.13509546,,,,
521,7.973586582,,,,
522,8.129872878,,,,
523,10.25687518,,,,
524,10.34365425,,,,
525,7.63143138,,,,
526,9.50041093,,,,
527,6.86041439,,,,
528,10.49788812,,,,
529,8.922673237,,,,
530,10.87193015,,,,
531,9.909516743,,,,
532,7.48471509,,,,
533,7.944757394,,,,
534,9.557137831,,,,
535,8.646762262,,,,
536,10.56302623,,,,
537,7.879137378,,,,
538,8.39081506,,,,
539,12.62720328,,,,
540,12.7051321,,,,
541,11.42805815,,,,
542,8.837227921,,,,
543,11.57268453,,,,
544,7.3176249,,,,
545,12.56751629,,,,
546,9.454522751,,,,
547,9.058618863,,,,
548,9.423184699,,,,
549,2.6825235,,,,
550,8.705817,,,,
551,7.996955589,,,,
552,9.340725811,,,,
553,7.307571699,,,,
554,9.005146812,,,,
555,11.08913236,,,,
556,8.000789065,,,,
557,12.36185072,,,,
558,8.916645938,,,,
559,8.76124777,,,,
560,11.49941584,,,,
561,8.653918022,,,,
562,11.52722568,,,,
563,10.4802737,,,,
564,9.730208276,,,,
565,5.595102454,,,,
566,11.21996253,,,,
567,6.647932999,,,,
568,8.808317285,,,,
569,8.469009463,,,,
570,11.74709448,,,,
571,7.860038033,,,,
572,11.11724966,,,,
573,10.31373042,,,,
574,8.49168196,,,,
575,10.90622392,,,,
576,7.52167425,,,,
577,9.184757067,,,,
578,9.594118949,,,,
579,7.597224236,,,,
580,8.522599083,,,,
581,9.43461534,,,,
582,12.98223837,,,,
583,9.953261912,,,,
584,5.282838092,,,,
585,6.161129166,,,,
586,11.69380629,,,,
587,9.194688039,,,,
588,7.289685381,,,,
589,10.16781692,,,,
590,6.449689244,,,,
591,8.616996202,,,,
592,7.89529029,,,,
593,10.94002051,,,,
594,10.07144096,,,,
595,7.279415149,,,,
596,8.14416388,,,,
597,10.31043562,,,,
598,12.03912593,,,,
599,12.22686129,,,,
600,11.44410214,,,,
601,8.02838417,,,,
602,11.44776279,,,,
603,8.953736336,,,,
604,4.051803904,,,,
605,9.238022093,,,,
606,9.805900852,,,,
607,8.927858841,,,,
608,7.801409173,,,,
609,10.62445117,,,,
610,10.77976036,,,,
611,9.480088968,,,,
612,9.375259722,,,,
613,12.54638437,,,,
614,13.01432897,,,,
615,10.80031739,,,,
616,12.18757263,,,,
617,11.37201256,,,,
618,9.485890824,,,,
619,9.337337906,,,,
620,7.198933919,,,,
621,10.75219006,,,,
622,9.917250241,,,,
623,9.403138727,,,,
624,9.477746819,,,,
625,12.86311726,,,,
626,9.800240077,,,,
627,9.950755543,,,,
628,8.832626335,,,,
629,10.15436715,,,,
630,11.42372373,,,,
631,8.487843898,,,,
632,9.270099571,,,,
633,8.420746583,,,,
634,9.696628802,,,,
635,12.06706997,,,,
636,10.04147492,,,,
637,7.858612826,,,,
638,7.527041655,,,,
639,9.090768875,,,,
640,12.00080161,,,,
641,7.593302528,,,,
642,9.371663874,,,,
643,11.47467497,,,,
644,9.371535246,,,,
645,13.42193924,,,,
646,9.759155066,,,,
647,7.249161933,,,,
648,8.161171771,,,,
649,5.215592113,,,,
650,8.127707182,,,,
651,7.101987211,,,,
652,9.775112729,,,,
653,8.652066519,,,,
654,11.22732289,,,,
655,9.615859715,,,,
656,8.806657163,,,,
657,5.757290545,,,,
658,9.583929482,,,,
659,11.2093216,,,,
660,9.539880906,,,,
661,9.254673808,,,,
662,10.08508631,,,,
663,10.11854041,,,,
664,8.072586723,,,,
665,9.725345761,,,,
666,8.858906476,,,,
667,11.99908157,,,,
668,8.720232287,,,,
669,8.378788466,,,,
670,9.850711745,,,,
671,13.48983378,,,,
672,8.155804434,,,,
673,12.73607452,,,,
674,11.42868812,,,,
675,10.50023556,,,,
676,11.33034282,,,,
677,10.55933502,,,,
678,8.908279239,,,,
679,10.2384764,,,,
680,10.32530924,,,,
681,7.603906677,,,,
682,8.745562943,,,,
683,8.276852127,,,,
684,10.15891895,,,,
685,7.040794517,,,,
686,8.480871567,,,,
687,12.85909011,,,,
688,9.552864633,,,,
689,7.513096049,,,,
690,10.9851808,,,,
691,8.617919989,,,,
692,9.739932664,,,,
693,8.991597001,,,,
694,13.90876217,,,,
695,6.543840441,,,,
696,8.813230225,,,,
697,6.69282203,,,,
698,10.08413951,,,,
699,8.177877821,,,,
700,9.66828891,,,,
701,6.820335644,,,,
702,11.55351608,,,,
703,8.877655342,,,,
704,9.260480989,,,,
705,12.66633558,,,,
706,9.758415691,,,,
707,13.00793102,,,,
708,8.534470348,,,,
709,10.2098865,,,,
710,10.87817148,,,,
711,7.460805802,,,,
712,8.818244621,,,,
713,10.13344604,,,,
714,11.28446122,,,,
715,10.84046047,,,,
716,12.9084777,,,,
717,8.887672298,,,,
718,9.303113269,,,,
719,13.03596268,,,,
720,11.8951365,,,,
721,11.07249398,,,,
722,11.38390558,,,,
723,11.81683605,,,,
724,6.584673576,,,,
725,12.06992735,,,,
726,11.6620186,,,,
727,10.01193033,,,,
728,13.67780897,,,,
729,8.793772888,,,,
730,6.834831314,,,,
731,7.688169076,,,,
732,10.08388146,,,,
733,5.413393775,,,,
734,12.79952964,,,,
735,10.94801884,,,,
736,7.305139561,,,,
737,7.161692268,,,,
738,9.800376538,,,,
739,9.324930042,,,,
740,9.76685499,,,,
741,7.775806982,,,,
742,6.855410169,,,,
743,7.641580429,,,,
744,7.23701879,,,,
745,10.00082137,,,,
746,13.82739526,,,,
747,13.26106114,,,,
748,12.92671896,,,,
749,12.28729337,,,,
750,7.7523046,,,,
751,9.213997231,,,,
752,10.18169978,,,,
753,10.90303043,,,,
754,10.21168076,,,,
755,12.47799656,,,,
756,9.096826567,,,,
757,9.105783578,,,,
758,8.696977031,,,,
759,11.70698624,,,,
760,10.77539959,,,,
761,6.822382597,,,,
762,7.323013632,,,,
763,9.730566373,,,,
764,7.375977938,,,,
765,5.897707461,,,,
766,14.8821444,,,,
767,6.097695015,,,,
768,8.495124514,,,,
769,7.388813816,,,,
770,10.16358427,,,,
771,10.4048694,,,,
772,7.784599883,,,,
773,8.92542698,,,,
774,10.46774951,,,,
775,10.60366123,,,,
776,9.512784214,,,,
777,8.236625455,,,,
778,9.840292011,,,,
779,7.912880636,,,,
780,9.405131888,,,,
781,7.838047803,,,,
782,10.85884195,,,,
783,11.95596744,,,,
784,7.769870047,,,,
785,10.28383666,,,,
786,7.491529843,,,,
787,11.46611423,,,,
788,6.903955172,,,,
789,8.22294815,,,,
790,8.047018601,,,,
791,12.59073893,,,,
792,10.32033252,,,,
793,9.661161349,,,,
794,10.69826081,,,,
795,11.95619384,,,,
796,11.50404174,,,,
797,9.629027359,,,,
798,11.86972417,,,,
799,3.110648254,,,,
800,7.588238138,,,,
801,8.773109648,,,,
802,10.61267619,,,,
803,10.63195903,,,,
804,9.463993643,,,,
805,8.436383789,,,,
806,9.941478848,,,,
807,9.889689481,,,,
808,6.132064146,,,,
809,12.23500514,,,,
810,10.93643735,,,,
811,6.819880234,,,,
812,9.715289733,,,,
813,12.53490687,,,,
814,8.274808383,,,,
815,8.864665569,,,,
816,9.680921724,,,,
817,9.705603526,,,,
818,8.252117962,,,,
819,7.823978068,,,,
820,4.125550728,,,,
821,9.807658817,,,,
822,6.316649771,,,,
823,13.10644118,,,,
824,6.634212001,,,,
825,5.640920038,,,,
826,12.19386186,,,,
827,13.22335896,,,,
828,11.30462952,,,,
829,6.001439316,,,,
830,6.012442801,,,,
831,4.983482756,,,,
832,10.36755687,,,,
833,8.692440753,,,,
834,11.01277394,,,,
835,9.146727367,,,,
836,8.039541183,,,,
837,11.38917767,,,,
838,11.25892767,,,,
839,10.83534592,,,,
840,8.754800732,,,,
841,10.47329672,,,,
842,10.20815349,,,,
843,6.98205613,,,,
844,8.234546693,,,,
845,8.508968721,,,,
846,3.98316494,,,,
847,7.914738945,,,,
848,8.81318712,,,,
849,7.597451918,,,,
850,10.39694568,,,,
851,7.0752841,,,,
852,9.225494874,,,,
853,8.645511323,,,,
854,6.448974574,,,,
855,10.61297896,,,,
856,11.44148339,,,,
857,6.869194618,,,,
858,12.63004003,,,,
859,8.733973181,,,,
860,7.031459523,,,,
861,10.70782251,,,,
862,8.009340827,,,,
863,10.22571508,,,,
864,9.633469374,,,,
865,8.979492721,,,,
866,10.20783557,,,,
867,8.54297385,,,,
868,8.042343211,,,,
869,10.05164188,,,,
870,10.70732763,,,,
871,8.907911753,,,,
872,9.472128461,,,,
873,14.05476664,,,,
874,7.913705188,,,,
875,6.459283151,,,,
876,9.823706245,,,,
877,8.294359512,,,,
878,12.91231022,,,,
879,11.52114964,,,,
880,10.76173388,,,,
881,8.12246267,,,,
882,10.22309049,,,,
883,8.949343906,,,,
884,7.082431979,,,,
885,10.9766403,,,,
886,6.409538595,,,,
887,7.570657228,,,,
888,10.28406931,,,,
889,9.979444184,,,,
890,9.587824048,,,,
891,10.22301762,,,,
892,10.74868632,,,,
893,8.659853825,,,,
894,8.545275526,,,,
895,7.692155756,,,,
896,7.927434352,,,,
897,9.544533546,,,,
898,7.628220603,,,,
899,13.72356275,,,,
900,10.895648,,,,
901,10.08142696,,,,
902,9.058464102,,,,
903,10.83777942,,,,
904,8.037929464,,,,
905,9.836851501,,,,
906,6.713362081,,,,
907,11.29755401,,,,
908,7.761184584,,,,
909,9.518798581,,,,
910,7.862246151,,,,
911,9.028410023,,,,
912,11.2826994,,,,
913,9.002029279,,,,
914,5.768868598,,,,
915,6.317185601,,,,
916,11.80345843,,,,
917,9.432679468,,,,
918,10.16214005,,,,
919,9.24487579,,,,
920,12.85564734,,,,
921,9.02798832,,,,
922,9.389774523,,,,
923,7.078185466,,,,
924,5.66640778,,,,
925,10.19302275,,,,
926,10.60395319,,,,
927,12.78958763,,,,
928,10.79945949,,,,
929,7.802788344,,,,
930,13.10273522,,,,
931,11.56372159,,,,
932,11.88458467,,,,
933,10.41968513,,,,
934,9.814997667,,,,
935,10.74453882,,,,
936,10.27618608,,,,
937,8.123447741,,,,
938,4.826053281,,,,
939,6.246391859,,,,
940,6.937569857,,,,
941,8.675728467,,,,
942,9.745926293,,,,
943,8.659278694,,,,
944,10.14336991,,,,
945,5.018581357,,,,
946,9.530446845,,,,
947,10.01226865,,,,
948,11.07323117,,,,
949,6.951436451,,,,
950,7.099472554,,,,
951,12.47553948,,,,
952,6.824504173,,,,
953,9.267602157,,,,
954,7.87621502,,,,
955,9.206204345,,,,
956,8.49961522,,,,
957,7.526736265,,,,
958,10.65461774,,,,
959,9.421705108,,,,
960,10.51975888,,,,
961,11.66177523,,,,
962,13.92175344,,,,
963,11.99076181,,,,
964,11.74438776,,,,
965,8.886134112,,,,
966,8.774815571,,,,
967,9.551090935,,,,
968,7.829509871,,,,
969,8.385540019,,,,
970,8.987570024,,,,
971,12.88833814,,,,
972,8.644221863,,,,
973,10.43513384,,,,
974,11.06709363,,,,
975,5.714924316,,,,
976,7.980133135,,,,
977,10.56759521,,,,
978,6.729914104,,,,
979,6.472906537,,,,
980,8.9375966,,,,
981,8.733885348,,,,
982,8.548088513,,,,
983,7.024350951,,,,
984,9.695696396,,,,
985,7.27358058,,,,
986,13.92956779,,,,
987,6.192878756,,,,
988,9.031988306,,,,
989,9.572924596,,,,
990,9.657536909,,,,
991,6.596318,,,,
992,8.816773642,,,,
993,10.48669127,,,,
994,7.152334207,,,,
995,10.41085795,,,,
996,11.70733569,,,,
997,13.13959628,,,,
998,9.9610976,,,,
999,9.175743904,,,,
1000,11.29127552,,,,
1001,12.75459242,,,,
1002,9.670398653,,,,
1003,8.672995629,,,,
1004,7.919833922,,,,
1005,8.119781131,,,,
1006,11.47603394,,,,
1007,4.742781748,,,,
1008,8.698541918,,,,
1009,12.90220195,,,,
1010,11.98320529,,,,
1011,10.05474779,,,,
1012,10.46516825,,,,
1013,8.435450689,,,,
1014,13.10935979,,,,
1015,9.95295445,,,,
1016,12.88952238,,,,
1017,12.95371351,,,,
1018,10.95508425,,,,
1019,7.554222036,,,,
1020,7.079237593,,,,
1021,9.476634872,,,,
1022,11.0443894,,,,
1023,9.986066472,,,,
1024,10.48729314,,,,
1025,10.01195965,,,,
1026,8.132006449,,,,
1027,8.809729774,,,,
1028,9.758592604,,,,
1029,9.038010212,,,,
1030,9.623564575,,,,
1031,7.401849408,,,,
1032,8.454301651,,,,
1033,10.73722053,,,,
1034,8.087131674,,,,
1035,7.99592433,,,,
1036,9.732328459,,,,
1037,13.03196511,,,,
1038,14.17596798,,,,
1039,7.077567193,,,,
1040,7.745801496,,,,
1041,7.658374852,,,,
1042,8.09308229,,,,
1043,7.308049661,,,,
1044,9.412471152,,,,
1045,12.30782283,,,,
1046,12.03408537,,,,
1047,11.0032008,,,,
1048,12.86522731,,,,
1049,8.603330706,,,,
1050,9.774378709,,,,
1051,8.296488327,,,,
1052,11.11411091,,,,
1053,11.84177751,,,,
1054,8.374610653,,,,
1055,11.33506867,,,,
1056,9.234645136,,,,
1057,7.917521327,,,,
1058,8.026694879,,,,
1059,10.89776242,,,,
1060,8.427672064,,,,
1061,13.43172593,,,,
1062,10.96037216,,,,
1063,9.366196516,,,,
1064,13.07396195,,,,
1065,10.02561307,,,,
1066,12.15128205,,,,
1067,10.10138256,,,,
1068,7.03484,,,,
1069,9.319017745,,,,
1070,12.08729116,,,,
1071,9.416319767,,,,
1072,10.44113615,,,,
1073,8.742950031,,,,
1074,11.62884352,,,,
1075,11.55862681,,,,
1076,8.983048268,,,,
1077,9.251349921,,,,
1078,10.78433685,,,,
1079,11.60131179,,,,
1080,9.283429494,,,,
1081,9.22226491,,,,
1082,7.306505265,,,,
1083,8.664142516,,,,
1084,5.531095009,,,,
1085,9.545323767,,,,
1086,8.342384673,,,,
1087,12.39477947,,,,
1088,7.999017069,,,,
1089,10.15685696,,,,
1090,14.54334245,,,,
1091,8.087381004,,,,
1092,7.583934806,,,,
1093,8.281739897,,,,
1094,11.72551399,,,,
1095,9.370027031,,,,
1096,9.811132939,,,,
1097,7.113395079,,,,
1098,9.275103799,,,,
1099,11.41673154,,,,
1100,9.469007667,,,,
1101,8.651981857,,,,
1102,9.731602876,,,,
1103,7.979573473,,,,
1104,9.352615784,,,,
1105,8.092799468,,,,
1106,9.223693864,,,,
1107,9.730128624,,,,
1108,8.733447627,,,,
1109,6.026464371,,,,
1110,11.28800866,,,,
1111,11.47862005,,,,
1112,8.605513893,,,,
1113,12.76221483,,,,
1114,6.563724104,,,,
1115,9.146696758,,,,
1116,7.371270436,,,,
1117,8.63651396,,,,
1118,10.40945527,,,,
1119,10.44135799,,,,
1120,12.33097523,,,,
1121,8.686720711,,,,
1122,12.12749992,,,,
1123,10.5600099,,,,
1124,9.040822279,,,,
1125,14.99799948,,,,
1126,9.089575371,,,,
1127,10.69470273,,,,
1128,8.389475743,,,,
1129,12.86383664,,,,
1130,6.795939732,,,,
1131,10.01924294,,,,
1132,11.26723409,,,,
1133,11.06395736,,,,
1134,10.85231092,,,,
1135,11.5487068,,,,
1136,10.07573211,,,,
1137,12.12297228,,,,
1138,7.862059883,,,,
1139,5.381182901,,,,
1140,10.13573158,,,,
1141,7.162819315,,,,
1142,10.91452731,,,,
1143,8.912718886,,,,
1144,10.70816087,,,,
1145,11.49629006,,,,
1146,11.47293927,,,,
1147,10.82627253,,,,
1148,9.880699425,,,,
1149,8.85799982,,,,
1150,12.38856746,,,,
